Ticker;Nome;Setor;Adm;Cotacao;MM200Delta;Vol;DY12m;P_VP;VALOR_EM_CAIXA;PB_Anos
SHPH11;Shopping Pátio Higienópolis;Shoppings;RIO BRAVO;829,49;98,2;0,03;2,98;1,02;0,47;33,6
FIGS11;General Shopping Ativo e Renda;Shoppings;HEDGE INVESTMENTS;60,7;98,3;0,03;3,09;0,65;4,83;32,4
FIVN11;Vida Nova;Shoppings;OLIVEIRA TRUST;3,37;76,1;0,00;0;0,48;0,02;Inf
FLRP11;Floripa Shopping;Shoppings;BTG PACTUAL;1300;99,2;0,01;4,02;0,76;2,39;24,9
JRDM11;Shopping Jardim Sul;Shoppings;BTG PACTUAL;68;93,3;0,01;1,57;0,77;2,90;63,7
VISC11;Vinci Shopping Centers;Shoppings;BRL TRUST;107,16;99,2;0,34;3,77;0,90;0,75;26,5
MALL11;MALLS BRASIL PLURAL;Shoppings;GENIAL INVESTIMENTOS;94,5;102,9;0,19;4,73;0,90;4,57;21,1
XPML11;XP Malls;Shoppings;BTG PACTUAL;104,49;98,1;0,54;3,14;0,94;3,27;31,8
WPLZ11;West Plaza;Shoppings;HEDGE INVESTMENTS;64,3;85,6;0,00;1,01;0,61;1,24;99,0
ATSA11;Hedge Atrium Shopping Santo André;Shoppings;HEDGE INVESTMENTS;112,91;98,1;0,00;0;1,14;1,76;Inf
HMOC11;Hedge Shopping Praça da Moça;Shoppings;HEDGE INVESTMENTS;143,73;104,5;0,00;149,05;0,29;0,67;0,7
VSHO11;Votorantim Shopping;Shoppings;VOTORANTIM ASSET;70,55;85,0;0,00;1,07;0,71;2,53;93,5
GSFI11;General Shopping e Outlets;Shoppings;PLANNER TRUSTEE;3,46;116,6;0,00;0;0,25;0,00;Inf
HSML11;HSI Malls;Shoppings;SANTANDER SECURITIES;86,3;96,5;0,34;4,58;0,89;2,15;21,8
BPML11;BTG Pactual Shoppings;Shoppings;BTG PACTUAL;86;89,4;0,00;1,26;0,62;6,20;79,4
HPDP11;Hedge Shopping Parque Dom Pedro;Shoppings;HEDGE INVESTMENTS;80,99;94,4;0,00;2,75;0,80;1,52;36,4
LASC11;Legatus Shoppings;Shoppings;VORTX DISTRIBUIDORA;96;NA;0,00;3,82;0,93;16,34;26,2
MORE11;More Real Estate FOF;Shoppings;BTG PACTUAL;97;NA;0,00;8,23;0,98;38,19;12,2
RBRD11;RB Capital Renda II;Varejo;VOTORANTIM ASSET;60,34;85,0;0,02;35,12;0,86;4,12;2,8
BVAR11;Brasil Varejo;Varejo;RIO BRAVO;100,01;NA;0,00;0;NA;0,73;Inf
MAXR11;Max Retail;Varejo;BTG PACTUAL;1830;98,6;0,04;7,32;0,82;1,43;13,7
