"Ticker";"Nome";"Setor";"Adm";"Cotacao";"MM200Delta";"Vol";"DY12m";"P_VP";"VALOR_EM_CAIXA";"PB_Anos"
"GCFF11";"Galapagos Fundo de Fundos";"Fundo De Fundos";"BTG PACTUAL";98;NA;0,00174981826923077;6,03;0,99;0,37;16,6
"LFTT11";"LOFT II";"Papeis";"MODAL D.T.V.M.";104,4;NA;0,00526163585185185;3,17;1,88;6,64;31,5
"PVBI11";"VBI Prime Properties";"Lajes Corporativas";"BTG PACTUAL";95,55;NA;0,202793439433962;2,99;0,99;14,59;33,4
"PQAG11";"Parque Anhanguera";"Imoveis Industriais E Logisticos";"HEDGE INVESTMENTS";70,3;NA;0,00178848048387097;9,47;1,29;6,39;10,6
"TRXB11";"TRX Real Estate II";"Fundo De Desenvolvimento";"BRL TRUST";115,5;NA;0,00428882583333333;4,32;1,15;3,09;23,1
"PATL11";"Pátria Logística";"Imoveis Industriais E Logisticos";"VORTX DISTRIBUIDORA";91,9;NA;0,146502369863946;3,56;0,95;2,51;28,1
"RECR11";"REC Recebíveis Imobiliários";"Papeis";"BRL TRUST";105,49;112,659809974428;0,22728756425;11,77;1,1;25,15;8,5
"URPR11";"Urca Prime Renda";"Misto";"VORTX DISTRIBUIDORA";125,5;NA;0,0657560131884058;15,21;1,23;2,35;6,6
"IFIE11";"IF";"Fundo De Fundos";"INTER DISTRIBUIDORA";98,99;NA;0,0106742854545455;2,01;1,07;0,61;49,8
"HSAF11";"HSI Ativos Financeiros";"Papeis";"BRL TRUST";95,99;NA;0,0124021268292683;3,29;0,97;2,53;30,4
"RBRS11";"Rio Bravo Renda Residencial";"Fundo De Desenvolvimento";"RIO BRAVO";88,97;NA;0,0018675614159292;1,82;0,92;34,13;54,9
"RMAI11";"REAG Multi Ativos Imobiliários";"Lajes Corporativas";"REAG DISTRIBUIDORA";43,02;NA;0,000626120641025641;0;0,04;0,72;Inf
"RZTR11";"Riza Terrax";"Indefinido";"PLURAL S.A.";102,5;NA;0,221694668037383;3,13;1,06;4,37;31,9
"AIEC11";"Autonomy Edifícios Corporativos";"Lajes Corporativas";"MODAL D.T.V.M.";88,97;NA;0,0113417831730769;3,16;0,89;4,25;31,6
"KEVE11";"Even II";"Fundo De Desenvolvimento";"INTRAG DTVM";1035;NA;0,0202031658536585;0;1,03;48,86;Inf
"MGCR11";"Mogno CRIs High Grade";"Papeis";"BTG PACTUAL";102,99;NA;0,0116559484090909;2,97;1,08;2,89;33,7
"CJCT11";"Cidade Jardim Continental Tower";"Lajes Corporativas";"HEDGE INVESTMENTS";61,4;NA;0,00238064329411765;0;0,91;1,37;Inf
"KNSC11";"Kinea Securities";"Papeis";"INTRAG DTVM";104,6;NA;0,209196474418605;3,56;1,11;4,5;28,1
"HCST11";"Hectare Desenvolvimento Student Housing";"Fundo De Desenvolvimento";"VORTX DISTRIBUIDORA";99,51;NA;0,000487769189189189;0;1,04;1,09;Inf
"MINT11";"Mint Educacional";"Educacional";"PLURAL S.A.";100,58;NA;0,0018778206779661;0;0,98;42,74;Inf
"DEVA11";"Devant Recebíveis Imobiliários";"Papeis";"VORTX DISTRIBUIDORA";117,63;NA;0,230877084545455;7,16;1,17;36,87;14
"BMLC11";"BM Brascan Lajes Corporativas";"Lajes Corporativas";"BTG PACTUAL";93,55;NA;0,00379480355263158;6,86;0,88;2,48;14,6
"RRCI11";"RB Capital Recebíveis Imobiliários";"Papeis";"BRL TRUST";91,83;NA;0,00330483434210526;1,83;0,96;11,23;54,6
"RELG11";"REC Logística";"Imoveis Industriais E Logisticos";"BRL TRUST";97,25;NA;0,006334983;2,45;1,01;4,98;40,8
"HSLG11";"HSI Logística";"Imoveis Industriais E Logisticos";"BRL TRUST";106,45;NA;0,131726392758621;1,38;1,01;5,14;72,5
"HAAA11";"Hedge AAA ";"Lajes Corporativas";"HEDGE INVESTMENTS";105;NA;0,00070591;2,07;1,08;1,18;48,3
"HREC11";"Hedge Recebíveis Imobiliários";"Papeis";"HEDGE INVESTMENTS";103,5;NA;0,00204864657142857;3,7;1,04;0,27;27
"HSRE11";"HSI Renda Imobiliária";"Misto";"BRL TRUST";87,25;NA;0,000174215;1,24;0,9;1,8;80,6
"RZAK11";"RIZA AKIN";"Papeis";"BTG PACTUAL";95,52;NA;0,113438786545455;0,53;0,98;18,75;188,7
"OURE11";"Ourinvest Renda Estruturada";"Indefinido";"BANCO OURINVEST";87,55;NA;0,0108726356603774;8,55;0,88;9,85;11,7
"BBFO11";"BB Fundo de Fundos";"Fundo De Fundos";"BB GESTAO";96,65;NA;0,00262787666666667;0,92;0,99;1,58;108,7
"GALG11";"Guardian Logística";"Imoveis Industriais E Logisticos";"BRL TRUST";112,49;NA;0,0426361932;2,14;1,29;0,73;46,7
"KISU11";"Kilima FoF Suno 30";"Fundo De Fundos";"BRL TRUST";113,4;NA;0,368756732954545;1,21;1,17;2,05;82,6
"SOLR11";"Solarium";"Imoveis Comerciais   Outros";"BRL TRUST";1015,36;NA;0,00203072;0;NA;0,91;Inf
"EVBI11";"VBI Consumo Essencial";"Misto";"BRL TRUST";102,06;NA;0,00392225625;0,63;1,04;2,92;158,7
"QIFF11";"Quatá Imob";"Fundo De Fundos";"BRL TRUST";100;NA;0,0018033835483871;3,87;0,99;1,89;25,8
"FLCR11";"Faria Lima Capital Recebíveis Imobiliários I";"Papeis";"BRL TRUST";103,5;NA;0,000443482894736842;0,87;1,02;31,43;114,9
"JFLL11";"JFL Living";"Imoveis Residenciais";"PLURAL S.A.";93;NA;0,0195275177777778;0,73;0,99;2;137
"BRIP11";"Brio Real Estate III";"Fundo De Desenvolvimento";"BRL TRUST";1003,01;NA;0,00233467833333333;0;1,01;20,73;Inf
"BTAL11";"Btg Pactual Agro Logística";"Imoveis Industriais E Logisticos";"BTG PACTUAL";102,2;NA;0,0906027719354839;0,16;1,02;77,83;625
"SJAU11";"SJ AU Logística";"Imoveis Industriais E Logisticos";"VORTX DISTRIBUIDORA";25400;NA;0,1423014925;0;1,15;0,63;Inf
"BLMG11";"Bluemacaw Logística";"Imoveis Industriais E Logisticos";"VORTX DISTRIBUIDORA";102,99;NA;0,0508539195833333;0,7;1,03;0,86;142,9
"BLMR11";"Bluemacaw Renda + FOF";"Fundo De Fundos";"BRL TRUST";94,48;NA;0,0857362712;0,48;0,97;27,86;208,3
"SEQR11";"Sequóia III Renda Imobiliária";"Misto";"VORTX DISTRIBUIDORA";88;NA;0,00583198823529412;0,77;0,83;4;129,9
"IFID11";"IF";"Indefinido";"INTER DISTRIBUIDORA";97;NA;0,016208750625;0;1,01;34,19;Inf
"VGHF11";"Valora Hedge Fund";"Indefinido";NA;9,95;NA;0,001944907;0;NA;NA;Inf
